NaN,-14.85,-13.99,-11.37,-10.31,NaN,NaN,-6.95,NaN,-4.93,-4.24,-3.29,-2.1,-1.14,0.25,NaN,NaN,4.35,5.63,NaN,NaN,NaN,9.63,10.33,11.61,NaN,NaN
NaN,-14.85,-13.81,-12,-10.8,NaN,NaN,-7.14,-5.53,-4.59,NaN,-2.94,NaN,-1.2,0.309999999999999,NaN,3.11,4.31,5.64,NaN,7.34,8.53,9.43,10.52,12.3,13.19,14.81
-15.94,-14.85,-13.88,-11.87,-10.43,NaN,NaN,-7.07,-5.49,NaN,-4.28,-3.29,NaN,-1.06,NaN,NaN,2.75,4.28,NaN,6.53,7.14,8.3,9.7,10.27,11.53,13.22,14.82
NaN,NaN,-13.48,-11.94,-10.61,NaN,-8.27,-6.89,-5.37,-4.53,-4.04,-3.07,-2.01,-1.06,0.210000000000001,NaN,3.14,4.26,5.69,NaN,7.56,NaN,9.61,NaN,11.95,NaN,14.89
-15.94,-14.85,-13.81,-11.87,NaN,NaN,-7.62,-6.9,-5.55,-4.75,NaN,-3.25,-1.73,-0.949999999999999,-0.0399999999999991,NaN,NaN,3.85,5.71,NaN,7.47,8.42,NaN,10.55,12.04,13.17,14.89
-15.94,-14.85,-13.88,-11.85,-10.4,NaN,NaN,-7.01,-5.33,NaN,NaN,-3.19,NaN,-1.23,0.0999999999999979,NaN,NaN,4.08,NaN,NaN,7.18,NaN,9.39,10.54,12.11,13.22,NaN
-15.94,-14.85,-13.94,-11.86,NaN,NaN,NaN,-6.84,NaN,NaN,-3.86,-2.86,-1.78,-0.890000000000001,0.219999999999999,1.73,3.39,4.23,NaN,NaN,7.55,8.46,9.52,10.33,11.84,NaN,14.87
-15.94,-14.85,-13.87,-11.92,-10.25,NaN,NaN,-7.51,NaN,-4.73,-3.81,-2.99,NaN,-1.19,0.32,NaN,2.81,4.36,NaN,NaN,7.06,8.35,9.63,10.79,11.61,13.28,14.86
-15.94,-14.85,-13.87,NaN,-10.43,NaN,NaN,-7.14,-5.44,NaN,-3.93,-2.93,-2.33,-1.09,0.23,NaN,3.3,4.43,NaN,NaN,7.36,NaN,9.61,NaN,11.57,NaN,NaN
NaN,-14.85,-13.75,-11.38,-10.39,NaN,NaN,-7.2,-5.22,NaN,NaN,-2.92,NaN,-0.989999999999998,0.34,NaN,NaN,4.21,5.68,NaN,7.44,8.58,9.47,10.34,11.96,NaN,14.77
-15.94,NaN,-13.61,NaN,-10.8,NaN,NaN,-6.92,-5.45,-4.87,-4.1,-3.05,-1.97,-1.05,0.210000000000001,NaN,NaN,4.01,5.69,NaN,7.32,8.17,9.55,10.75,12.08,NaN,14.92
-15.94,NaN,-13.52,-11.85,NaN,NaN,NaN,-7.47,-5.52,NaN,NaN,-3.11,-1.82,-1.22,0.280000000000001,NaN,3.29,4.11,5.7,NaN,7.24,8.33,9.57,10.38,11.64,NaN,14.84
