NaN,NaN,-12.42,-11.06,-9.43,NaN,-7.92,-6.22,-5.24,-4.62,-3.22,-1.92,NaN,2.25,4.09,5.24,NaN,7.28
-19.8,-13.54,-12.54,-10.64,-9.45,NaN,-8.1,-6.62,-5.44,-4.57,-3.24,-1.86,0.259999999999998,2.67,4.2,5.47,NaN,NaN
-19.8,NaN,-12.52,NaN,-9.95,NaN,-8.03,NaN,-5.16,NaN,-3.16,-1.95,-0.0199999999999996,2.24,NaN,4.8,6.62,NaN
NaN,NaN,-12.67,-10.68,-9.57,-8.78,-7.82,-6.44,-5.6,-4.51,-3.32,NaN,0.199999999999999,2.91,4.05,5.23,NaN,NaN
-19.8,NaN,-12.83,NaN,-9.61,-8.94,-7.75,-6.66,-5.61,-4.56,-3.31,-1.88,-0.27,2.51,4.09,5.23,NaN,7.28
NaN,-13.87,-12.83,-11.1,-9.32,NaN,-7.79,-6.47,-5.59,NaN,-3.41,-1.82,0.27,2.68,4.07,5.25,6.62,NaN
-19.8,-13.67,-12.61,-10.64,-9.46,NaN,-7.82,NaN,-5.64,-4.5,-3.59,-1.91,0.32,2.61,4.21,5.09,6.66,7.26
-19.8,-13.68,-12.42,NaN,-9.72,-8.59,-7.81,-6.31,-5.53,-4.36,-3.45,-1.99,0.280000000000001,2.17,4.13,5.12,6.62,NaN
NaN,-13.47,-12.61,NaN,-9.55,-8.88,-7.81,-6.67,-5.58,-4.46,-3.06,NaN,0.27,2.83,4.22,5.21,NaN,NaN
-19.8,NaN,-12.83,-10.66,-9.62,NaN,-7.69,-6.3,-5.46,NaN,-3.02,NaN,0.129999999999999,2.75,3.71,4.92,NaN,NaN
-19.8,NaN,NaN,-10.65,-9.51,NaN,-7.75,NaN,-5.55,-4.92,-3.21,-1.81,0.329999999999998,2.48,4.03,5.12,NaN,NaN
-19.8,NaN,-12.55,-10.71,NaN,-8.69,-7.71,-6.68,-5.42,-4.57,-3.2,-1.84,0.210000000000001,2.51,3.72,NaN,NaN,7.28
-19.8,-13.83,-12.68,-10.64,-9.75,NaN,-8,-6.64,-5.11,-4.52,-3.34,NaN,-0.219999999999999,2.72,NaN,4.93,6.63,7.19
-19.8,-13.54,-12.54,-10.7,NaN,-8.42,NaN,-6.64,-5.06,-4.56,-3.28,-1.41,0.210000000000001,2.17,NaN,4.81,NaN,7.28
-19.8,-13.47,-12.59,-10.68,-9.46,NaN,-7.9,-6.54,-5.11,NaN,-3.3,-1.81,0.280000000000001,2.68,NaN,4.85,NaN,7.28
-19.8,-13.83,-12.49,-10.61,-9.51,-8.68,-7.69,-6.26,-5.58,-4.53,-3.13,-1.82,0.41,2.67,4.18,5.16,6.63,7.19
