-13.02,NaN,NaN,NaN,-7.06,-5.7,-4.15,-3.13,-1.98,0.169999999999998,1.74,3.08,3.89,5.07,6.59,7.99,9.1,10.98,NaN,13.92
NaN,-12.31,NaN,NaN,-6.7,-5.75,-4.74,NaN,-1.81,0.129999999999999,1.74,NaN,NaN,4.67,6.5,7.71,9.38,NaN,11.62,13.92
-12.89,NaN,-10.55,NaN,-6.73,-5.9,NaN,-2.71,-1.89,0.109999999999999,1.64,3.11,NaN,5.13,6.92,8.32,9.33,11,NaN,14.03
-12.82,NaN,-10.61,NaN,-6.85,-5.83,NaN,-3.02,-1.97,0.140000000000001,1.77,NaN,NaN,4.59,6.91,8.26,9.38,10.78,NaN,NaN
-12.93,NaN,NaN,-8.07,-6.79,-5.81,-4.7,-3.03,-2.16,0.129999999999999,1.46,3.05,NaN,4.9,6.53,8.38,9.4,NaN,11.7,13.92
-13.07,-12.33,NaN,NaN,-6.74,-5.77,-4.63,NaN,-2.02,-0.109999999999999,1.56,3.08,NaN,5.13,6.97,8.24,9.3,10.74,11.77,13.92
-12.72,NaN,NaN,-8.34,-6.59,-5.81,-4.03,-3.3,-1.99,0.18,1.69,3.03,3.84,5.3,6.92,8.42,9.32,10.67,11.35,14
-13.03,-12.13,-10.65,-8.42,-6.48,NaN,NaN,-3.12,-1.85,0.18,NaN,2.89,3.83,5.28,7.15,NaN,9.35,10.76,NaN,13.99
NaN,-12.26,-10.61,NaN,-6.48,-6.03,NaN,-2.94,-1.95,0.0599999999999987,1.9,3.16,3.92,5.12,6.97,7.97,9.53,10.86,11.84,NaN
-12.66,NaN,-10.49,NaN,-6.71,-5.82,-4.26,-3.05,-1.86,0.18,1.73,3.08,3.81,4.93,6.97,8.37,9.33,10.8,11.69,13.99
-13.05,-12.35,-10.55,NaN,-7.1,-5.89,NaN,-3.06,-1.88,-0.0199999999999996,NaN,2.87,3.89,5.19,6.8,8.12,NaN,10.8,NaN,13.92
NaN,-12.33,NaN,NaN,-6.66,-5.5,-4.63,NaN,-1.89,0.169999999999998,1.55,3.09,NaN,5.09,6.78,8.46,9.02,10.69,11.67,13.92
-12.67,NaN,-10.65,NaN,-6.95,-5.7,-4.75,-3.41,-1.94,0.0500000000000007,1.54,3.13,NaN,5,6.61,8.24,NaN,10.91,11.76,14.15
-12.93,NaN,-10.2,NaN,-6.99,-5.82,NaN,-3.11,NaN,0.0799999999999983,1.47,3.08,3.97,5.08,6.84,8.13,9.5,10.65,11.78,13.92
