-8.66,-7.87,NaN,-5.51,NaN,-3.86,NaN,-2.15,NaN,0.129999999999999,1.76,2.88,NaN,5.82,NaN,12.23,NaN
-8.67,NaN,-6.36,-5.52,-4.85,NaN,-3.31,NaN,NaN,0.109999999999999,1.89,3.29,NaN,5.82,7.83,NaN,17.37
NaN,NaN,-6.37,-5.47,-4.87,NaN,-3.02,NaN,NaN,0.379999999999999,1.74,3.25,NaN,5.82,NaN,12.23,NaN
NaN,NaN,NaN,-5.47,NaN,NaN,NaN,-2.32,NaN,0.199999999999999,NaN,3.26,NaN,5.82,NaN,12.23,NaN
NaN,NaN,-6.37,-5.47,NaN,NaN,-3.16,NaN,NaN,-0.00999999999999801,1.7,3.29,NaN,NaN,7.83,12.23,17.37
-8.66,-7.87,-6.36,-5.5,-4.58,NaN,-3.24,NaN,NaN,-0.0399999999999991,1.7,3.13,4.27,NaN,NaN,NaN,NaN
NaN,NaN,-6.37,-5.46,NaN,NaN,NaN,NaN,NaN,0.0500000000000007,1.64,3.18,4.41,NaN,7.83,12.23,17.37
NaN,-7.86,-6.35,-5.52,-4.82,NaN,NaN,-2.33,NaN,0.259999999999998,NaN,3.21,NaN,5.82,7.83,12.23,17.37
-8.66,-7.87,NaN,-5.5,-4.59,NaN,NaN,-2.28,NaN,0.0300000000000011,1.74,NaN,4.1,NaN,7.83,12.23,17.37
-8.67,NaN,NaN,-5.51,NaN,-4.17,-3.21,NaN,NaN,0.0799999999999983,1.67,NaN,4.19,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.37,-5.46,-4.83,-3.92,NaN,NaN,NaN,0.0999999999999979,1.62,3.09,4.11,NaN,NaN,12.23,NaN
